country_or_area,year,value,category
Lithuania,2003,21203.0139068568,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
New Zealand,1996,34018.1175394738,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Monaco,2000,109.692366710798,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Sweden,1997,72772.2987213703,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Italy,2013,11501.961494293,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Liechtenstein,2003,229.265875097937,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Bulgaria,2013,55597.025746429,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Japan,1991,46856.5103039108,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Germany,2008,61206.5919907347,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Italy,2005,5998.31858684497,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
United Kingdom,1996,774225.784319313,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
European Union,2003,8110.39113012754,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
New Zealand,2004,680.694666532,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Russian Federation,2012,3327.86337494838,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Japan,1995,1379924.54422522,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United Kingdom,1991,604652.896877579,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Japan,1997,1389906.99374062,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Ukraine,2009,384651.787849048,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Hungary,2000,58336.8070649933,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Netherlands,2014,186845.429071259,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Belgium,1990,1575.10364601222,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
United States of America,2013,8993.8072448,unspecified_mix_of_hydrofluorocarbons_hfcs_and_perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Luxembourg,2005,274.122055884668,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Belarus,1995,13611.075969575,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Liechtenstein,2002,254.084383108083,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
European Union,2012,93.1290384431,nitrogen_trifluoride_nf3_emissions_in_kilotonne_co2_equivalent
Canada,2009,6698.9587209381,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Finland,2000,69855.0106453243,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
France,1996,2810.7015068861,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Luxembourg,1999,612.35769256732,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Latvia,2005,11395.9295574378,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Germany,2001,1058070.10262725,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Liechtenstein,2005,265.828510797799,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Australia,2004,4266.92125360524,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Liechtenstein,2014,12.1466596062458,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Monaco,2001,0.0895362,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Ireland,2006,69795.1672441566,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Romania,1997,39362.6307016748,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Lithuania,2001,3818.39781470549,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Norway,1998,54499.0166279507,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Russian Federation,1996,1581293.21958917,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Belarus,1992,116588.686464578,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Italy,2004,28.860333333348,nitrogen_trifluoride_nf3_emissions_in_kilotonne_co2_equivalent
Italy,1998,666.981087541308,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Belgium,1995,11947.6381787851,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Cyprus,1993,0.0385006272,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Czech Republic,2010,139148.951861755,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Ireland,2001,47482.7207784323,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Sweden,1992,11.8227795253305,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Austria,2006,32.7316,nitrogen_trifluoride_nf3_emissions_in_kilotonne_co2_equivalent
Monaco,1992,105.935293062565,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Australia,1999,107889.224971323,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Spain,1994,1038.45334742342,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Monaco,2011,0.112387128,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Greece,2011,94102.9439816174,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
European Union,1996,50862.6833235873,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Hungary,1995,5000.68328482233,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
European Union,2003,5261522.70683387,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Croatia,1990,31204.6312635073,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Denmark,1999,587.206412021858,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
United Kingdom,2012,15794.7608253384,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Bulgaria,2004,63230.7295111967,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Cyprus,2003,52.54081794487,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Luxembourg,1997,614.090221562596,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United States of America,1999,4597.0975428,unspecified_mix_of_hydrofluorocarbons_hfcs_and_perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
New Zealand,1992,67999.4999995816,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Portugal,2000,4409.52691041788,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Hungary,2013,1280.34083026629,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
United States of America,2005,397551.720143459,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Slovakia,2014,4363.29112322851,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Japan,2011,37281.6961298776,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Russian Federation,1996,637618.056003041,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Germany,2006,27.83992,nitrogen_trifluoride_nf3_emissions_in_kilotonne_co2_equivalent
Poland,1992,447713.503956584,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Slovenia,2014,758.844818434183,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Switzerland,2009,62.9883338035823,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Croatia,2007,3114.80205676473,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Sweden,2005,880.317198986918,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Australia,2010,99447.7301587771,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Sweden,1996,349.408722249713,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Norway,1992,19.9496100199995,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Denmark,2004,8392.88343058255,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Sweden,1999,121.21357771956,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Hungary,1998,5485.9305674163,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Germany,2007,971998.326214991,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Japan,2002,1390331.14112579,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Greece,1995,62.8524918,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Canada,2013,737423.135272495,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Germany,1998,5888.914866984,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Ukraine,1997,496219.978436793,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Ukraine,2004,3.078,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Finland,1999,30.756944424084,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Croatia,2008,3153.40276223641,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Australia,2005,105887.562988773,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Slovakia,2007,4894.01010856053,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United States of America,2003,102658.087501434,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Latvia,1992,14244.6533850411,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Czech Republic,2007,7067.65619801291,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Italy,1993,513611.618341214,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Poland,2012,42588.0293419857,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United States of America,1992,19481.0870438844,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Monaco,2008,4.3398240028206,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Croatia,1992,16607.1344792414,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
France,2013,657.612215269055,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Belarus,1999,79497.84205671,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Lithuania,1995,15022.5441346944,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Germany,2012,37497.4936607524,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Lithuania,1998,23901.3798849324,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Switzerland,1992,2814.4517963358,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Switzerland,1991,6023.58758108533,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Australia,2014,20084.5428336262,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Portugal,1996,14.39895921606,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Cyprus,1997,6.08703553517,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Greece,1994,70.308966,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
United States of America,1996,3236.9827728,unspecified_mix_of_hydrofluorocarbons_hfcs_and_perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Romania,2003,228.748298822658,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Luxembourg,2014,8.440939563228,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Ukraine,1997,31276.3396938599,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Netherlands,1993,2432.35110828056,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Sweden,1995,74029.3603217318,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Czech Republic,2011,2219.11092869221,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
United States of America,1994,6650296.59510407,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Bulgaria,2014,3807.66613870328,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Switzerland,1991,98.5055355287111,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Spain,2012,57.9111850911082,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Ireland,1998,66003.2455858899,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Czech Republic,1998,123696.517294897,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United Kingdom,2000,561280.866183966,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Finland,1991,55187.1794528947,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Romania,1995,43002.2946675177,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United States of America,1990,293.2056632,unspecified_mix_of_hydrofluorocarbons_hfcs_and_perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Iceland,1997,3610.85799066624,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Hungary,1996,9165.18686943856,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United States of America,2007,129425.751384679,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Lithuania,1993,4970.26928000649,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Slovenia,1995,15277.7447752259,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Portugal,2001,1.51058739038107,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Turkey,2006,46145.6795228267,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Belarus,2000,11350.074288376,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Finland,1990,56950.8481820202,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Croatia,1998,24459.7108462523,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Bulgaria,1997,5.481339175032,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
European Union,2002,586079.497621722,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Czech Republic,2008,1511.87089184687,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Germany,1996,2041.1871893157,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Latvia,2006,4.070568816,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Australia,2008,18908.2807875882,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
European Union,1994,669301.26346178,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
