id,region,ndvi,yield,year,month,soil_type
2166,East,0.53,2.9,2021,9,sandy_loam
2167,North,0.6,4.2,2022,4,clay
2168,East,0.75,2.8,2022,1,peat
2169,North,0.68,2.7,2023,6,clay
2170,West,0.63,5.0,2023,2,peat
2171,East,0.6,3.2,2022,12,peat
2172,South,0.53,4.8,2020,7,clay
2173,East,0.83,2.3,2020,3,clay
2174,West,0.75,4.9,2021,7,sandy_loam
2175,East,0.57,3.2,2020,7,sandy_loam
2176,South,0.69,2.1,2021,1,clay
2177,East,0.8,3.8,2020,8,clay
2178,North,0.57,3.0,2021,1,clay
2179,East,0.56,2.9,2021,10,sandy_loam
2180,East,0.74,4.1,2020,9,peat
2181,South,0.73,3.0,2020,1,sandy_loam
2182,South,0.9,3.9,2020,12,sandy_loam
2183,East,0.68,2.3,2023,11,peat
2184,East,0.67,2.5,2020,12,clay
2185,North,0.54,2.4,2020,10,sandy_loam
2186,South,0.66,4.6,2023,5,sandy_loam
2187,East,0.56,2.0,2020,7,clay
2188,South,0.58,4.9,2022,3,peat
2189,South,0.58,2.3,2022,11,peat
2190,South,0.87,2.0,2022,9,peat
2191,West,0.61,3.2,2022,3,clay
2192,East,0.86,2.2,2021,4,clay
2193,West,0.87,3.6,2021,7,peat
2194,East,0.67,2.8,2023,12,sandy_loam
2195,North,0.8,4.2,2023,10,peat
2196,South,0.85,3.0,2022,8,peat
2197,West,0.53,4.3,2021,4,peat
2198,West,0.7,2.3,2022,9,sandy_loam
2199,North,0.6,3.7,2023,12,sandy_loam
2200,East,0.5,2.4,2020,1,clay
2201,West,0.58,4.8,2022,6,peat
2202,South,0.59,4.3,2021,9,sandy_loam
2203,West,0.65,4.2,2020,1,clay
2204,East,0.83,4.0,2021,3,peat
2205,South,0.88,2.0,2023,12,peat
2206,West,0.81,2.8,2021,7,sandy_loam
2207,West,0.86,4.0,2022,8,peat
2208,North,0.64,2.8,2023,9,clay
2209,South,0.51,4.4,2021,6,clay
2210,North,0.64,3.0,2023,7,clay
2211,West,0.54,2.1,2022,11,clay
2212,South,0.54,3.0,2020,3,sandy_loam
2213,West,0.55,4.2,2023,7,clay
2214,East,0.81,3.6,2023,11,peat
2215,East,0.68,3.6,2022,12,clay
2216,East,0.69,4.2,2023,3,peat
2217,South,0.63,4.4,2023,8,sandy_loam
2218,North,0.54,2.1,2022,10,peat
2219,West,0.63,4.9,2021,8,sandy_loam
2220,South,0.76,2.7,2022,7,clay
2221,East,0.8,3.1,2021,9,clay
2222,West,0.78,4.4,2020,6,clay
2223,North,0.88,4.1,2022,2,sandy_loam
2224,South,0.78,3.3,2022,12,sandy_loam
2225,South,0.9,5.0,2022,7,sandy_loam
2226,West,0.76,3.0,2020,6,sandy_loam
2227,North,0.79,3.5,2022,8,peat
2228,West,0.78,4.3,2021,2,peat
2229,South,0.73,3.1,2023,6,sandy_loam
2230,North,0.83,2.8,2022,12,sandy_loam
2231,South,0.57,3.4,2022,1,peat
2232,East,0.56,2.5,2020,11,peat
2233,North,0.85,3.9,2020,9,peat
2234,West,0.68,4.7,2022,3,sandy_loam
2235,South,0.58,2.7,2021,1,clay
2236,West,0.67,4.0,2020,6,sandy_loam
2237,North,0.65,2.3,2022,12,sandy_loam
2238,East,0.51,4.0,2020,8,clay
2239,West,0.66,4.5,2023,5,clay
2240,North,0.74,4.5,2022,1,clay
2241,West,0.56,3.9,2021,5,peat
2242,East,0.52,2.6,2020,4,clay
2243,South,0.62,3.9,2021,1,peat
2244,North,0.5,3.3,2023,2,sandy_loam
2245,South,0.74,2.9,2021,1,peat
2246,South,0.9,4.9,2021,10,clay
2247,South,0.6,4.7,2022,7,peat
2248,East,0.75,3.8,2023,6,sandy_loam
2249,West,0.73,3.7,2021,5,peat
2250,North,0.63,4.8,2022,9,clay
2251,East,0.65,4.6,2021,10,sandy_loam
2252,West,0.85,3.0,2023,11,sandy_loam
2253,East,0.66,3.7,2020,4,peat
2254,East,0.79,3.4,2020,5,clay
2255,South,0.77,2.8,2020,10,sandy_loam
2256,East,0.51,4.2,2022,4,peat
2257,North,0.84,4.0,2022,12,peat
2258,West,0.52,4.4,2021,6,peat
2259,North,0.65,4.1,2023,9,clay
2260,West,0.88,3.5,2023,4,clay
2261,West,0.55,3.3,2021,1,sandy_loam
2262,South,0.71,3.9,2022,2,clay
2263,West,0.73,2.3,2023,3,clay
2264,South,0.67,4.8,2022,9,peat
2265,South,0.57,4.2,2020,4,peat
2266,West,0.5,2.5,2020,2,clay
2267,North,0.81,4.8,2022,7,sandy_loam
2268,East,0.61,3.4,2022,4,sandy_loam
2269,East,0.75,2.3,2023,4,peat
2270,North,0.77,3.4,2021,1,sandy_loam
2271,South,0.6,2.7,2021,11,peat
2272,South,0.52,2.3,2021,11,peat
2273,West,0.65,4.2,2020,4,sandy_loam
2274,South,0.69,2.6,2022,9,clay
2275,North,0.59,3.9,2020,9,sandy_loam
2276,West,0.58,2.6,2021,1,sandy_loam
2277,North,0.53,4.0,2023,6,peat
2278,South,0.54,4.5,2021,6,clay
2279,West,0.76,3.6,2023,8,clay
2280,East,0.79,4.3,2022,12,peat
2281,North,0.67,4.5,2020,9,peat
2282,North,0.57,2.0,2022,4,peat
2283,West,0.9,2.5,2020,4,clay
2284,East,0.57,3.2,2020,7,clay
2285,North,0.56,4.7,2023,9,clay
2286,West,0.88,2.3,2022,8,clay
2287,East,0.71,3.7,2023,7,peat
2288,East,0.7,3.2,2021,12,peat
2289,South,0.82,3.3,2020,6,clay
2290,South,0.77,2.5,2022,7,sandy_loam
2291,South,0.51,3.2,2022,5,peat
2292,East,0.82,4.0,2023,8,peat
2293,South,0.58,4.6,2022,12,clay
2294,East,0.72,4.7,2021,5,peat
2295,West,0.84,3.1,2021,1,peat
2296,West,0.81,3.0,2023,6,sandy_loam
2297,North,0.64,4.2,2022,11,peat
2298,North,0.87,2.9,2022,6,sandy_loam
2299,East,0.59,4.9,2020,10,peat
2300,South,0.81,3.4,2020,4,sandy_loam
2301,North,0.87,2.3,2023,9,sandy_loam
2302,West,0.81,2.5,2023,10,clay
2303,South,0.89,4.3,2021,8,sandy_loam
2304,West,0.57,4.3,2020,3,sandy_loam
2305,North,0.72,4.8,2021,1,clay
2306,South,0.62,4.9,2021,8,clay
2307,South,0.78,3.0,2021,6,peat
2308,North,0.57,4.9,2020,2,sandy_loam
2309,East,0.8,4.6,2022,6,peat
2310,South,0.64,2.7,2023,7,clay
2311,West,0.61,2.9,2020,8,peat
2312,South,0.82,3.6,2021,6,sandy_loam
2313,East,0.81,3.2,2022,8,peat
2314,North,0.75,4.7,2021,3,peat
2315,North,0.82,3.6,2020,4,sandy_loam
2316,North,0.87,2.8,2020,7,peat
2317,North,0.62,3.6,2023,4,peat
2318,West,0.86,2.1,2022,9,peat
2319,North,0.5,2.7,2021,7,peat
2320,North,0.56,2.8,2023,3,peat
2321,North,0.68,3.1,2023,11,clay
2322,North,0.76,5.0,2022,3,sandy_loam
2323,South,0.7,3.6,2023,6,sandy_loam
2324,South,0.79,4.7,2020,12,clay
2325,North,0.76,3.6,2022,5,peat
2326,North,0.67,4.0,2021,3,clay
2327,North,0.74,4.9,2020,5,clay
2328,South,0.85,2.6,2021,8,clay
2329,East,0.68,4.5,2022,11,clay
2330,South,0.66,4.4,2022,7,clay
2331,West,0.85,3.9,2022,1,sandy_loam
2332,West,0.78,3.2,2022,2,peat
2333,South,0.73,2.5,2023,1,peat
2334,West,0.82,4.8,2020,12,clay
2335,South,0.81,3.4,2022,2,clay
2336,West,0.83,2.6,2023,3,clay
2337,East,0.9,2.6,2020,10,peat
2338,West,0.72,4.9,2020,11,peat
2339,South,0.77,4.2,2020,9,clay
2340,South,0.88,2.3,2022,4,clay
2341,South,0.71,3.2,2022,5,clay
2342,South,0.74,3.2,2023,1,peat
2343,South,0.54,3.8,2020,2,sandy_loam
2344,West,0.67,3.9,2020,2,clay
2345,North,0.59,3.6,2021,4,clay
2346,North,0.53,3.1,2021,10,peat
2347,West,0.86,4.3,2020,11,sandy_loam
2348,West,0.52,4.2,2022,12,clay
2349,South,0.69,3.1,2020,4,sandy_loam
2350,North,0.71,2.9,2021,7,clay
2351,East,0.81,2.4,2023,1,peat
2352,West,0.85,2.4,2020,12,peat
2353,South,0.56,2.0,2021,8,sandy_loam
2354,South,0.57,2.2,2023,11,sandy_loam
2355,East,0.84,4.6,2021,6,peat
2356,West,0.61,3.9,2022,2,peat
2357,North,0.8,3.5,2020,8,peat
2358,North,0.89,2.4,2020,6,peat
2359,South,0.76,2.1,2023,3,clay
2360,North,0.79,2.2,2022,10,sandy_loam
2361,South,0.74,2.2,2023,5,clay
2362,West,0.78,2.4,2023,12,clay
2363,East,0.5,2.7,2022,3,sandy_loam
2364,South,0.79,3.7,2021,9,peat
2365,South,0.74,4.6,2021,8,peat
2366,East,0.69,3.0,2021,5,clay
2367,North,0.58,4.2,2023,2,clay
2368,East,0.68,3.3,2020,2,peat
2369,North,0.74,3.6,2020,8,clay
2370,West,0.87,2.0,2020,8,peat
2371,North,0.87,4.7,2020,12,peat
2372,South,0.67,2.3,2022,7,peat
2373,West,0.67,3.7,2020,4,peat
2374,West,0.76,4.7,2020,2,clay
2375,East,0.63,3.4,2021,5,sandy_loam
2376,East,0.67,2.4,2021,7,sandy_loam
2377,West,0.55,3.0,2022,6,clay
2378,West,0.64,4.4,2020,4,clay
2379,North,0.81,3.4,2022,7,sandy_loam
2380,South,0.55,2.6,2022,3,clay
2381,East,0.59,3.6,2021,11,clay
2382,North,0.81,2.2,2022,1,clay
2383,South,0.54,3.5,2020,5,peat
2384,South,0.74,4.8,2020,7,clay
2385,West,0.62,4.0,2023,8,peat
2386,West,0.79,3.5,2021,8,sandy_loam
2387,South,0.54,3.1,2020,1,peat
2388,West,0.74,3.8,2023,1,clay
2389,East,0.83,3.3,2023,1,sandy_loam
2390,East,0.65,3.4,2020,4,clay
2391,North,0.89,4.0,2022,6,peat
2392,West,0.85,4.3,2020,10,peat
2393,East,0.67,4.8,2023,7,peat
2394,East,0.84,3.1,2020,5,peat
2395,East,0.72,3.0,2023,6,sandy_loam
2396,West,0.86,2.8,2021,8,peat
2397,West,0.89,2.2,2023,9,clay
2398,South,0.85,4.3,2022,9,peat
2399,North,0.73,4.5,2022,8,peat
2400,South,0.72,4.3,2021,7,peat
2401,West,0.72,4.8,2022,9,clay
2402,North,0.61,2.2,2020,8,sandy_loam
2403,West,0.56,3.6,2021,10,sandy_loam
2404,North,0.83,3.4,2022,11,sandy_loam
2405,North,0.74,2.2,2022,10,sandy_loam
2406,East,0.58,2.9,2021,8,clay
2407,North,0.83,3.8,2023,2,clay
2408,West,0.56,3.9,2021,12,peat
2409,South,0.61,4.0,2020,7,sandy_loam
2410,North,0.57,4.9,2020,4,sandy_loam
2411,West,0.64,2.7,2023,5,sandy_loam
2412,East,0.84,2.2,2020,8,sandy_loam
2413,East,0.85,3.4,2021,8,peat
2414,North,0.56,3.3,2020,2,clay
2415,East,0.74,3.7,2021,7,peat
2416,East,0.6,4.1,2023,10,peat
2417,South,0.53,2.2,2020,5,clay
2418,East,0.74,2.0,2023,10,peat
2419,West,0.52,3.5,2022,11,clay
2420,South,0.6,2.7,2022,2,peat
2421,South,0.88,3.7,2020,11,clay
2422,South,0.64,2.5,2023,8,sandy_loam
2423,South,0.72,2.5,2023,8,sandy_loam
2424,North,0.6,2.3,2021,4,peat
2425,South,0.58,4.4,2022,4,clay
2426,North,0.51,4.6,2020,11,clay
2427,West,0.65,2.8,2020,3,peat
2428,East,0.54,3.6,2020,5,clay
2429,North,0.53,2.9,2020,10,clay
2430,West,0.57,4.9,2020,3,clay
2431,West,0.72,2.5,2020,7,peat
2432,East,0.89,4.7,2021,1,sandy_loam
2433,West,0.87,4.6,2023,3,clay
2434,West,0.76,2.9,2022,4,sandy_loam
2435,West,0.69,3.1,2023,10,peat
2436,North,0.89,3.3,2023,1,peat
2437,West,0.72,3.3,2021,10,clay
2438,South,0.68,4.4,2020,8,peat
2439,North,0.52,4.0,2022,8,clay
2440,South,0.89,4.2,2022,5,clay
2441,East,0.81,2.2,2022,12,clay
2442,East,0.52,5.0,2021,1,sandy_loam
2443,West,0.68,4.3,2021,1,peat
2444,East,0.73,3.4,2020,4,clay
2445,South,0.82,2.0,2023,9,peat
2446,West,0.63,3.8,2020,12,peat
2447,North,0.75,4.6,2022,2,peat
2448,East,0.54,4.8,2022,5,sandy_loam
2449,East,0.54,2.1,2021,8,sandy_loam
2450,South,0.78,4.2,2021,10,clay
2451,South,0.71,4.1,2023,8,clay
2452,East,0.57,3.6,2020,8,sandy_loam
2453,South,0.77,4.4,2022,9,sandy_loam
2454,South,0.7,4.0,2023,2,peat
2455,East,0.55,3.5,2021,12,sandy_loam
2456,North,0.59,4.9,2020,1,clay
2457,North,0.51,2.4,2021,9,clay
2458,South,0.72,3.8,2022,11,peat
2459,South,0.53,2.8,2020,8,sandy_loam
2460,East,0.88,3.3,2022,5,sandy_loam
2461,South,0.6,4.0,2020,10,peat
2462,North,0.73,4.3,2020,8,sandy_loam
2463,East,0.72,3.7,2020,4,peat
2464,East,0.69,4.7,2022,7,peat
2465,East,0.73,2.7,2023,1,sandy_loam
2466,South,0.59,2.0,2020,3,peat
2467,East,0.65,3.0,2023,12,peat
2468,South,0.67,3.4,2020,7,peat
2469,South,0.62,2.7,2022,2,clay
2470,East,0.86,4.2,2022,10,peat
2471,West,0.81,3.3,2020,3,sandy_loam
2472,West,0.54,3.3,2021,9,sandy_loam
2473,East,0.89,2.1,2023,10,sandy_loam
2474,West,0.58,3.1,2020,5,clay
2475,West,0.77,4.4,2022,3,sandy_loam
2476,West,0.73,2.9,2022,12,sandy_loam
2477,South,0.64,2.5,2021,4,peat
2478,East,0.82,4.8,2020,7,peat
2479,South,0.86,4.8,2022,1,clay
2480,South,0.65,2.6,2020,2,sandy_loam
2481,West,0.66,3.9,2022,9,clay
2482,East,0.58,4.6,2023,7,clay
2483,West,0.59,3.2,2021,8,sandy_loam
2484,West,0.62,3.1,2020,4,clay
2485,North,0.65,5.0,2022,1,clay
2486,East,0.6,4.2,2022,8,peat
2487,South,0.67,4.0,2022,12,peat
2488,East,0.9,3.4,2020,3,clay
2489,West,0.6,2.1,2023,3,sandy_loam
2490,East,0.58,3.6,2022,3,clay
2491,East,0.85,4.7,2021,10,clay
2492,South,0.62,4.6,2020,10,clay
2493,West,0.6,3.6,2022,12,sandy_loam
2494,North,0.59,3.0,2020,12,peat
2495,South,0.62,2.3,2021,6,clay
2496,North,0.52,4.0,2021,1,sandy_loam
2497,North,0.76,2.2,2022,6,peat
2498,East,0.6,3.4,2020,6,clay
2499,North,0.88,3.7,2021,6,sandy_loam
2500,East,0.87,4.8,2020,4,sandy_loam
2501,South,0.56,3.5,2020,2,clay
2502,East,0.65,2.2,2020,1,clay
2503,North,0.69,3.9,2021,5,peat
2504,West,0.54,2.1,2021,3,clay
2505,West,0.75,3.3,2023,8,clay
2506,West,0.86,3.7,2020,1,clay
2507,West,0.67,4.3,2020,3,sandy_loam
2508,West,0.66,2.5,2021,12,sandy_loam
2509,West,0.72,3.1,2023,5,clay
2510,North,0.8,2.2,2021,12,clay
2511,North,0.55,3.5,2020,11,peat
2512,West,0.66,4.8,2023,7,sandy_loam
2513,North,0.77,4.0,2021,12,clay
2514,East,0.52,2.3,2023,9,clay
2515,East,0.69,2.4,2020,1,peat
2516,South,0.89,4.5,2022,5,sandy_loam
2517,West,0.65,2.6,2021,12,peat
2518,South,0.77,2.2,2020,2,clay
2519,South,0.57,3.6,2022,7,clay
2520,South,0.74,4.4,2021,6,peat
2521,North,0.82,4.4,2020,12,sandy_loam
2522,East,0.55,4.8,2022,9,sandy_loam
2523,North,0.74,2.9,2020,3,sandy_loam
2524,East,0.58,2.8,2022,2,peat
2525,East,0.54,3.9,2022,10,clay
2526,West,0.88,3.9,2021,3,peat
2527,North,0.73,4.7,2021,9,clay
2528,South,0.83,4.0,2022,4,sandy_loam
2529,East,0.81,4.6,2023,4,peat
2530,South,0.78,2.4,2021,11,sandy_loam
2531,North,0.73,4.6,2021,6,clay
2532,East,0.69,3.1,2021,6,peat
2533,East,0.55,4.3,2022,9,sandy_loam
2534,East,0.58,4.0,2021,2,clay
2535,East,0.5,3.1,2022,8,clay
2536,North,0.82,3.2,2022,3,sandy_loam
2537,East,0.54,3.5,2022,12,sandy_loam
2538,West,0.61,3.0,2020,5,peat
2539,North,0.74,2.3,2023,3,clay
2540,North,0.75,2.2,2022,8,sandy_loam
2541,North,0.69,2.5,2022,4,clay
2542,East,0.66,3.2,2021,3,clay
2543,South,0.76,4.5,2021,10,peat
2544,South,0.61,4.8,2020,7,sandy_loam
2545,West,0.82,2.8,2020,6,clay
2546,North,0.79,3.3,2020,11,peat
2547,South,0.82,2.2,2022,11,peat
2548,East,0.63,3.0,2022,10,clay
2549,North,0.71,2.9,2022,8,clay
2550,West,0.9,4.4,2023,9,peat
2551,West,0.52,2.3,2023,4,peat
2552,East,0.74,4.2,2020,9,clay
2553,South,0.66,4.3,2022,5,clay
2554,North,0.65,3.8,2022,6,clay
2555,North,0.84,4.8,2023,3,clay
2556,West,0.57,2.3,2023,4,sandy_loam
2557,East,0.58,3.4,2023,7,peat
2558,West,0.82,3.7,2021,12,peat
2559,East,0.87,3.6,2023,5,clay
2560,West,0.74,3.7,2022,1,peat
2561,North,0.7,4.8,2022,5,peat
2562,North,0.87,2.1,2020,11,sandy_loam
2563,West,0.78,3.8,2020,2,peat
2564,South,0.6,2.7,2021,12,clay
2565,North,0.88,3.7,2023,8,clay
2566,North,0.59,3.7,2021,6,clay
2567,South,0.61,4.9,2023,10,clay
2568,West,0.73,3.6,2023,5,clay
2569,South,0.7,4.7,2020,5,sandy_loam
2570,West,0.79,4.8,2023,8,clay
2571,West,0.79,3.0,2020,3,sandy_loam
2572,South,0.75,3.1,2021,11,peat
2573,North,0.69,4.9,2023,10,sandy_loam
2574,North,0.88,2.5,2023,9,peat
2575,North,0.69,3.6,2020,5,sandy_loam
2576,East,0.79,3.8,2020,6,peat
2577,East,0.62,2.8,2022,3,clay
2578,South,0.79,2.2,2022,5,clay
2579,South,0.68,2.8,2023,2,clay
2580,West,0.68,2.8,2021,7,clay
2581,North,0.76,4.5,2021,1,sandy_loam
2582,East,0.72,3.6,2020,7,peat
2583,West,0.74,4.2,2022,8,clay
2584,West,0.85,4.3,2022,10,peat
2585,East,0.51,3.9,2020,8,sandy_loam
2586,North,0.67,3.8,2020,7,peat
2587,North,0.89,4.6,2020,12,peat
2588,East,0.79,4.1,2020,6,peat
2589,North,0.82,3.3,2023,8,peat
2590,West,0.81,3.1,2022,1,peat
2591,East,0.86,4.9,2020,2,peat
2592,South,0.72,3.6,2022,8,sandy_loam
2593,East,0.69,2.9,2022,7,peat
2594,East,0.83,2.1,2023,6,sandy_loam
2595,East,0.85,2.6,2022,2,peat
2596,West,0.75,3.4,2021,11,peat
2597,East,0.62,2.0,2021,7,peat
2598,South,0.55,3.1,2022,1,clay
2599,North,0.87,3.6,2022,1,sandy_loam
2600,South,0.86,2.4,2020,6,peat
2601,East,0.67,2.4,2022,12,sandy_loam
2602,West,0.71,5.0,2021,6,clay
2603,West,0.75,4.3,2021,9,clay
2604,West,0.51,3.2,2023,7,peat
2605,South,0.85,3.4,2022,11,clay
2606,West,0.55,4.7,2021,4,clay
2607,West,0.67,2.6,2021,11,sandy_loam
2608,South,0.83,4.8,2022,10,sandy_loam
2609,East,0.86,2.7,2023,3,peat
2610,West,0.86,2.4,2021,9,peat
2611,North,0.76,3.8,2023,11,clay
2612,North,0.59,4.9,2023,10,sandy_loam
2613,East,0.82,3.4,2020,12,sandy_loam
2614,North,0.63,3.1,2023,10,peat
2615,North,0.62,4.5,2020,12,peat
2616,North,0.8,2.6,2020,9,peat
2617,West,0.63,2.3,2023,2,sandy_loam
2618,North,0.5,3.4,2023,9,peat
2619,West,0.69,3.1,2020,5,clay
2620,East,0.83,2.8,2022,3,clay
2621,North,0.79,4.2,2021,5,clay
2622,East,0.59,2.5,2022,5,clay
2623,North,0.89,3.9,2020,3,peat
2624,West,0.66,2.1,2023,10,clay
2625,South,0.81,2.9,2020,12,sandy_loam
2626,East,0.6,3.6,2023,8,clay
2627,East,0.71,2.1,2023,8,clay
2628,East,0.59,4.9,2022,2,sandy_loam
2629,North,0.79,2.1,2022,12,clay
2630,West,0.89,2.7,2021,9,sandy_loam
2631,East,0.64,5.0,2020,6,sandy_loam
2632,West,0.79,3.4,2021,6,sandy_loam
2633,South,0.72,4.8,2020,6,peat
2634,South,0.81,4.0,2022,3,clay
2635,West,0.75,3.1,2022,2,peat
2636,West,0.69,4.3,2022,5,peat
2637,West,0.84,3.6,2023,8,sandy_loam
2638,West,0.53,2.3,2020,3,peat
2639,West,0.58,5.0,2020,11,clay
2640,South,0.62,3.7,2020,4,peat
2641,North,0.52,2.9,2021,4,clay
2642,East,0.69,2.1,2021,2,sandy_loam
2643,East,0.61,3.5,2023,7,clay
2644,East,0.8,2.5,2022,11,peat
2645,South,0.56,3.9,2021,10,clay
2646,East,0.8,3.6,2023,4,clay
2647,South,0.57,2.2,2021,11,peat
2648,East,0.59,4.2,2020,6,clay
2649,North,0.51,4.9,2023,3,peat
2650,East,0.61,5.0,2023,4,sandy_loam
2651,North,0.7,3.5,2020,3,peat
2652,North,0.73,3.6,2021,3,clay
2653,North,0.78,2.2,2021,9,clay
2654,North,0.77,3.0,2022,10,peat
2655,North,0.82,3.2,2022,7,sandy_loam
2656,West,0.89,4.0,2021,9,sandy_loam
2657,South,0.52,2.0,2020,12,peat
2658,West,0.67,2.3,2023,6,sandy_loam
2659,South,0.89,3.6,2021,8,clay
2660,East,0.88,3.1,2020,5,sandy_loam
2661,North,0.58,4.5,2020,3,peat
2662,West,0.66,3.5,2020,4,sandy_loam
2663,West,0.86,3.2,2020,10,peat
2664,West,0.54,4.2,2020,10,clay
2665,East,0.7,4.9,2021,3,clay
2666,South,0.53,3.2,2020,6,clay
2667,South,0.73,4.0,2021,9,peat
2668,East,0.6,2.8,2021,6,peat
2669,West,0.51,2.5,2023,9,peat
2670,East,0.65,3.3,2020,10,peat
2671,North,0.72,4.9,2023,1,sandy_loam
2672,East,0.89,3.6,2022,10,peat
2673,West,0.65,4.9,2022,1,clay
2674,West,0.63,4.4,2021,3,peat
2675,West,0.72,3.4,2020,6,sandy_loam
2676,East,0.89,3.3,2021,8,peat
2677,West,0.55,3.2,2023,3,peat
2678,West,0.78,5.0,2021,11,sandy_loam
2679,West,0.68,4.7,2021,8,clay
2680,South,0.85,4.6,2020,6,peat
2681,South,0.65,3.5,2020,1,clay
2682,East,0.51,3.6,2023,8,clay
2683,South,0.82,4.1,2022,12,clay
2684,North,0.85,3.1,2022,10,sandy_loam
2685,West,0.64,3.7,2022,11,sandy_loam
2686,East,0.68,3.7,2022,11,peat
2687,North,0.56,2.9,2020,8,sandy_loam
2688,South,0.54,3.1,2023,12,clay
2689,West,0.9,3.7,2022,8,peat
2690,North,0.73,2.5,2021,1,sandy_loam
2691,West,0.63,2.3,2023,6,clay
2692,North,0.83,3.3,2021,11,clay
2693,West,0.72,3.7,2020,5,sandy_loam
2694,West,0.69,2.1,2021,10,sandy_loam
2695,North,0.77,2.8,2021,4,clay
2696,South,0.72,4.5,2021,1,peat
2697,South,0.83,2.5,2021,8,clay
2698,West,0.7,2.7,2020,12,peat
2699,East,0.77,2.3,2023,4,sandy_loam
2700,West,0.7,2.3,2022,12,clay
2701,South,0.69,4.7,2020,5,clay
2702,West,0.83,4.3,2020,12,clay
2703,North,0.81,2.4,2021,7,sandy_loam
2704,South,0.78,3.9,2020,8,sandy_loam
2705,West,0.82,2.7,2021,6,sandy_loam
2706,North,0.89,4.0,2020,10,sandy_loam
2707,East,0.6,2.1,2020,3,clay
2708,East,0.88,2.4,2021,9,sandy_loam
2709,North,0.89,2.2,2023,4,sandy_loam
2710,East,0.71,2.0,2022,2,peat
2711,South,0.77,4.5,2023,7,sandy_loam
2712,West,0.77,4.9,2022,8,clay
2713,South,0.55,4.1,2023,9,peat
2714,North,0.76,2.5,2021,6,clay
2715,North,0.77,2.5,2022,2,peat
2716,East,0.59,2.5,2023,9,clay
2717,South,0.73,2.3,2022,5,peat
2718,South,0.84,4.7,2020,11,peat
2719,East,0.89,5.0,2022,3,clay
2720,West,0.87,2.4,2021,9,sandy_loam
2721,North,0.78,3.8,2021,3,sandy_loam
2722,West,0.67,3.8,2020,2,peat
2723,East,0.68,4.7,2022,1,sandy_loam
2724,East,0.71,2.6,2020,11,sandy_loam
2725,South,0.63,3.7,2021,6,peat
2726,West,0.69,2.7,2021,1,sandy_loam
2727,East,0.52,3.7,2023,6,clay
2728,East,0.79,2.7,2020,7,peat
2729,West,0.65,4.3,2020,8,peat
2730,West,0.86,2.6,2022,10,peat
2731,South,0.84,3.4,2020,6,clay
2732,West,0.51,2.1,2022,3,peat
2733,North,0.58,2.0,2022,4,sandy_loam
2734,North,0.78,3.9,2020,3,clay
2735,North,0.69,3.9,2022,12,peat
2736,North,0.83,3.7,2020,10,peat
2737,East,0.73,2.8,2020,7,sandy_loam
2738,West,0.71,3.2,2020,9,clay
2739,North,0.87,4.4,2020,10,clay
2740,North,0.89,3.9,2022,11,clay
2741,North,0.59,4.3,2022,10,sandy_loam
2742,West,0.84,3.2,2022,6,peat
2743,East,0.7,5.0,2022,11,clay
2744,South,0.73,2.9,2023,10,clay
2745,East,0.57,4.4,2020,11,peat
2746,East,0.9,2.1,2020,12,clay
2747,West,0.88,2.7,2021,5,clay
2748,South,0.77,4.3,2022,12,clay
2749,North,0.86,3.9,2023,11,peat
2750,East,0.89,4.8,2020,1,sandy_loam
2751,East,0.86,3.0,2022,7,clay
2752,West,0.68,2.8,2023,7,peat
2753,West,0.63,2.6,2021,2,clay
2754,East,0.77,2.4,2021,1,peat
2755,North,0.56,4.6,2023,9,sandy_loam
2756,North,0.67,4.5,2020,2,clay
2757,South,0.64,3.5,2022,9,sandy_loam
2758,East,0.82,3.4,2021,8,sandy_loam
2759,West,0.67,4.0,2022,10,clay
2760,West,0.73,2.6,2020,3,clay
2761,South,0.61,2.4,2023,8,sandy_loam
2762,North,0.7,4.9,2022,12,peat
2763,West,0.58,4.1,2022,2,sandy_loam
2764,East,0.69,2.1,2020,1,clay
2765,East,0.54,2.0,2021,6,clay
2766,West,0.55,3.9,2023,1,sandy_loam
2767,North,0.62,3.2,2021,6,clay
2768,East,0.75,3.4,2022,7,peat
2769,South,0.78,3.2,2020,6,clay
2770,North,0.52,4.5,2022,3,sandy_loam
2771,North,0.72,2.2,2023,11,clay
2772,South,0.61,4.2,2023,9,sandy_loam
2773,East,0.89,2.7,2022,9,clay
2774,South,0.52,3.7,2021,12,sandy_loam
2775,South,0.66,3.3,2022,7,peat
2776,East,0.73,2.9,2022,6,sandy_loam
2777,South,0.8,4.2,2023,9,sandy_loam
2778,West,0.66,3.7,2020,9,clay
2779,East,0.74,4.7,2022,4,peat
2780,South,0.64,4.7,2020,6,peat
2781,North,0.53,4.9,2023,12,clay
2782,South,0.62,4.1,2022,3,sandy_loam
2783,North,0.77,3.2,2021,7,clay
2784,West,0.75,3.4,2023,12,clay
2785,South,0.68,2.8,2021,9,clay
2786,East,0.79,2.4,2023,3,clay
2787,South,0.83,3.4,2022,10,peat
2788,West,0.88,4.5,2023,7,peat
2789,West,0.77,3.5,2023,12,peat
2790,North,0.67,2.4,2023,9,sandy_loam
2791,East,0.61,4.0,2022,7,clay
2792,West,0.88,3.1,2023,10,peat
2793,East,0.71,3.3,2021,10,clay
2794,North,0.83,3.2,2021,2,clay
2795,North,0.7,3.7,2023,8,sandy_loam
2796,East,0.79,4.6,2023,12,sandy_loam
